#;Učni cilji;Koncept/Vsebina;OBD;Podsklop;Sklop;Nivo
94;Učenec zna zapisati ponavljanje vzorca z uporabo zanke.;Nadzorne strukture, kot so zanke, upravljavci dogodkov in pogoji, uporabljamo za določanje poteka izvajanja. Pogoji omogočajo selektivno izvajanje ali preskok navodil.;2;Nadzor;3;O
95;Učenec zapiše izvajanje ukazov tudi z vključevanjem pogojnih stavkov.;Nadzorne strukture, kot so zanke, upravljavci dogodkov in pogoji, uporabljamo za določanje poteka izvajanja. Pogoji omogočajo selektivno izvajanje ali preskok navodil.;2;Nadzor;3;O
96;Učenec razume, da je namen razdelitve problema na podprobleme ta, da se lahko osredotočimo na reševanje manj kompleksnih podproblemov.;Programe lahko razdelimo na manjše dele in jih s tem lažje zapišemo, izvajamo in pregledujemo. Programe lahko ustvarimo tudi tako, da uporabimo manjše, že prej pripravljene dele.;2;Modularnost;3;O
97;Učenec zna problem razdeliti na podprobleme.;Programe lahko razdelimo na manjše dele in jih s tem lažje zapišemo, izvajamo in pregledujemo. Programe lahko ustvarimo tudi tako, da uporabimo manjše, že prej pripravljene dele.;2;Modularnost;3;O
98;Učenec razume, da je med uporabnikom, ki želi imeti rešitev problema ter med tistim, ki rešuje problem, vmesnik, ki med njima komunicira .;Programe lahko razdelimo na manjše dele in jih s tem lažje zapišemo, izvajamo in pregledujemo. Programe lahko ustvarimo tudi tako, da uporabimo manjše, že prej pripravljene dele.;2;Modularnost;3;O
99;Učenec razume, da je rešitev za posamezni podproblem lahko vnaprej pripravljena in jo pri reševanju problema samo uporabi ali pa jo mora pripraviti na novo.;Programe lahko razdelimo na manjše dele in jih s tem lažje zapišemo, izvajamo in pregledujemo. Programe lahko ustvarimo tudi tako, da uporabimo manjše, že prej pripravljene dele.;2;Modularnost;3;O
100;Učenec razume, da programe razvijamo s ponavljajočim se postopkom, ki vključuje načrtovanje, izvajanje in pregled programa.;Programe razvijamo s ponavljajočim se postopkom, ki vključuje načrtovanje, izvajanje in pregled. Načrtovanje pogosto vključuje ponovno uporabo obstoječe kode ali spreminjanje že razvitih programov. Pri razvoju nenehno preverjamo, ali programi delujejo v skladu s pričakovanji in jih popravljamo v delih, kjer ne. S ponavljanjem teh korakov izboljšujemo programe.;2;Razvoj programov;3;O
101;Učenec spremlja izvajanje programa in preverja, ali program deluje v skladu s pričakovanji.;Programe razvijamo s ponavljajočim se postopkom, ki vključuje načrtovanje, izvajanje in pregled. Načrtovanje pogosto vključuje ponovno uporabo obstoječe kode ali spreminjanje že razvitih programov. Pri razvoju nenehno preverjamo, ali programi delujejo v skladu s pričakovanji in jih popravljamo v delih, kjer ne. S ponavljanjem teh korakov izboljšujemo programe.;2;Razvoj programov;3;O
102;Učenec prepozna napake v delovanju programa.;Programe razvijamo s ponavljajočim se postopkom, ki vključuje načrtovanje, izvajanje in pregled. Načrtovanje pogosto vključuje ponovno uporabo obstoječe kode ali spreminjanje že razvitih programov. Pri razvoju nenehno preverjamo, ali programi delujejo v skladu s pričakovanji in jih popravljamo v delih, kjer ne. S ponavljanjem teh korakov izboljšujemo programe.;2;Razvoj programov;3;O
103;Učenec zna del programa, ki se ne izvaja pravilno oz. V skladu s pričakovanju, popraviti/ izboljšati.;Programe razvijamo s ponavljajočim se postopkom, ki vključuje načrtovanje, izvajanje in pregled. Načrtovanje pogosto vključuje ponovno uporabo obstoječe kode ali spreminjanje že razvitih programov. Pri razvoju nenehno preverjamo, ali programi delujejo v skladu s pričakovanji in jih popravljamo v delih, kjer ne. S ponavljanjem teh korakov izboljšujemo programe.;2;Razvoj programov;3;O
104;Dijak razloži pojem algoritma.;Pojem algoritma, več algoritmov za isti problem, različni načini zapisa algoritma.;4;Algoritmi;3;O
105;Dijak pokaže primer problema, kjer obstaja več algoritmov za reševanje.;Pojem algoritma, več algoritmov za isti problem, različni načini zapisa algoritma.;4;Algoritmi;3;O
106;Dijak prikaže različne oblike zapisov algoritma.;Pojem algoritma, več algoritmov za isti problem, različni načini zapisa algoritma.;4;Algoritmi;3;O
107;"Dijak uporabi spremenljivko za predstavitev spreminjajočega se podatka: 
-  določi ustrezni tip spremenljivke oz. tip vsebine (na primer celo število, decimalno število, niz)
- rokuje s spremenljivko (priredi in spremeni vrednost, prebere vrednost, uporabi jo v ustreznih operacijah";"Zaporedje ukazov, spremenljivke, branje/izpisovanje
podatkovni tip, pretvarjanje med tipi, nizi (ne kot sest. PS).";4;Spremenljivke;3;O
108;Spreminja podatke enega tipa v drugega. (niz -> število, število -> niz, decimalno število -> celo število);"Zaporedje ukazov, spremenljivke, branje/izpisovanje
podatkovni tip, pretvarjanje med tipi, nizi (ne kot sest. PS).";4;Spremenljivke;3;O
109;Dijak s primerom pokaže pomembnost vrstnega reda ukazov.;"Zaporedje ukazov, spremenljivke, branje/izpisovanje
podatkovni tip, pretvarjanje med tipi, nizi (ne kot sest. PS).";4;Algoritmi;3;O
110;Dijak sledi izvajanju algoritma in napove njegov izid.;"Zaporedje ukazov, spremenljivke, branje/izpisovanje
podatkovni tip, pretvarjanje med tipi, nizi (ne kot sest. PS).";4;Algoritmi;3;O
111;Dijak sestavlja preproste programe, s katerimi prebere podatke, jih uporabi za novo informacijo in informacijo izpiše.;Vhod kot zaporedje podatkov, ki jih program pridobi iz okolja. Izhod kot zaporedje podatkov, ki jih program posreduje okolici. Programi, ki preberejo vhod, ga obdelajo in proizvedejo izhod.;4;Spremenljivke;3;O
112;Sestavi program, kjer določen del kode izloči v podprogram/funkcijo in jo potem ustrezno kliče.;Funkcija (podprogram) kot poimenovan kos kode, posredovanje parametrov, vračanje vrednosti.;4;Modularnost;3;O
113;Razloži razliko med izpisovanjem rezultata v funkciji/podprogramu in vračanjem rezultata.;Funkcija (podprogram) kot poimenovan kos kode, posredovanje parametrov, vračanje vrednosti.;4;Modularnost;3;O
114;Ustvari program, ki se različno obnaša glede na vneseno vrednost podatka (npr. uporabi vejitev: če je podatek večji ali manjši od vrednosti 0, potem ...). Uporabi funkcije iz knjižnic.;Pogojni stavek,  »knjižnice«.;4;Nadzor;3;O
115;Uporabi zanko, kjer vnaprej vemo število ponovitev ukazov.;Naštevalne/števne zanke.;4;Nadzor;3;O
116;Dijak prikaže primer problema, kjer ne vemo vnaprej, koliko ponovitev skupka ukazov bo potrebnih.;Zanke s pogojem.;4;Nadzor;3;O
117;Dijak razvije programe s postopkom, ki vključuje načrtovanje, zapisovanje programa, izvajanje, preizkušanje in odpravljanje neskladnosti z načrtom.;Načrtovanje zahtevnega programa – od problema v stvarnem svetu, preko modela, algoritma do kode.;4;Razvoj programov;3;O
118;Dijak pri načrtovanju definira problemske kriterije in omejitve ter funkcionalne specifikacije rešitve.;Načrtovanje zahtevnega programa – od problema v stvarnem svetu, preko modela, algoritma do kode.;4;Razvoj programov;3;O
119;Dijak program zapiše v skladu z načrtovanimi zahtevami.;Načrtovanje zahtevnega programa – od problema v stvarnem svetu, preko modela, algoritma do kode.;4;Razvoj programov;3;O
120;Otrok razume, da smo lahko v stiku z nekom ali nečim, kar ni poleg nas.;Digitalne naprave si lahko izmenjujejo podatke, če so povezane. Povezane so lahko na različne načine. Internet nam omogoča, da smo v stiku z nekom ali nečim, kar ni poleg nas.;0;Omrežne komunikacije in organizacija;4;O
121;Otrok razume, da si digitalne naprave izmenjujejo podatke, če so povezane.;Digitalne naprave si lahko izmenjujejo podatke, če so povezane. Povezane so lahko na različne načine. Internet nam omogoča, da smo v stiku z nekom ali nečim, kar ni poleg nas.;0;Omrežne komunikacije in organizacija;4;O
122;Otrok razume, da smo lahko povezani na različne načine (sprehajanje, vrvica in digitalna povezava).;Digitalne naprave si lahko izmenjujejo podatke, če so povezane. Povezane so lahko na različne načine. Internet nam omogoča, da smo v stiku z nekom ali nečim, kar ni poleg nas.;0;Omrežne komunikacije in organizacija;4;O
123;Otrok ve, da internet omogoča prenos digitalnih podatkov.;Digitalne naprave si lahko izmenjujejo podatke, če so povezane. Povezane so lahko na različne načine. Internet nam omogoča, da smo v stiku z nekom ali nečim, kar ni poleg nas.;0;Omrežne komunikacije in organizacija;4;O
124;Otrok razume, da smo lahko zavedeni, da ne komuniciramo s tisto osebo ali napravo, za katero mislimo, da komuniciramo z njo.;Ko komuniciramo po Internetu, smo lahko zavedeni, da ne komuniciramo s tisto osebo ali napravo, za katero mislimo, da komuniciramo z njo.;0;Kibernetska varnost;4;O
125;Otrok ve, da kibernetsko varnost lahko povečamo tako, da ne razkrivamo podatkov o sebi in svojih bližnjih, če zagotovo nismo prepričani, da komuniciramo s tisto osebo ali napravo, za katero mislimo, da komuniciramo.;Ko komuniciramo po Internetu, smo lahko zavedeni, da ne komuniciramo s tisto osebo ali napravo, za katero mislimo, da komuniciramo z njo.;0;Kibernetska varnost;4;O
126;Otrok ve, da lahko kibernetsko varnost povečamo z overovitvijo sogovornika, ki jo lahko izvedemo z uporabo gesel.;Ko komuniciramo po Internetu, smo lahko zavedeni, da ne komuniciramo s tisto osebo ali napravo, za katero mislimo, da komuniciramo z njo.;0;Kibernetska varnost;4;O
127;Učenec ve, da lahko računalniška omrežja služijo povezovanju ljudi, krajev, informacij in idej.;Računalniška omrežja lahko služijo povezovanju ljudi, krajev, informacij in idej. Internet omogoča ljudem, da se povezujejo z drugimi ljudmi ob uporabi številnih povezovalnih točk.;1;Omrežne komunikacije in organizacija;4;O
128;Učenec ve, da lahko internet omogoča ljudem, da se povezujejo z drugimi ljudmi ob uporabi številnih povezovalnih točk.;Računalniška omrežja lahko služijo povezovanju ljudi, krajev, informacij in idej. Internet omogoča ljudem, da se povezujejo z drugimi ljudmi ob uporabi številnih povezovalnih točk.;1;Omrežne komunikacije in organizacija;4;O
129;Učenec ve, da naprave ali informacije zaščitimo tako, da dostop njih omejimo - omogočimo dostop le izbranim uporabnikom/odjemalcem. To naredimo z uporabo ustreznih overovitvenih (avtentikacijskih) ukrepov (npr. močnih gesel, skupne skrivnosti). Učenec ve, da lahko kibernetsko varnost povečamo z overovitvijo sogovornika, ki jo lahko izvedemo z uporabo gesel.;Povezovanje naprav v omrežje oziroma v Internet prinaša veliko prednosti, ker lahko preprosto ponudimo podatke, informacijo oz. napravo velikemu številu uporabnikov/odjemalcev. Ker želimo omejiti dostop do informacij/naprave samo za nekatere uporabnike/odjemalce moramo le te ustrezno overoviti (avtentikacijske), da nam drugi ne ukradejo informacij oz. prevzamejo naprave.;1;Kibernetska varnost;4;O
130;Dijak prepozna različne načine avtentikacije za dostop do različnih storitev in kritično ocenjuje njihovo varnost in učinkovitost.;Osnovna varnost pri uporabi storitev na internetu;4;Kibernetska varnost;4;O
131;Dijak se zaveda pomena izbire dobrega »močnega« gesla in navede primer zanj.;Osnovna varnost pri uporabi storitev na internetu;4;Kibernetska varnost;4;O
132;Dijak utemelji pomen večfaktorske avtentikacije in njen vpliv na izboljšanje varnosti prijave.;Osnovna varnost pri uporabi storitev na internetu;4;Kibernetska varnost;4;N
133;Dijak prepozna različne tipe osebnih podatkov.;Osnovna varnost pri uporabi storitev na internetu;4;Kibernetska varnost;4;O
134;Dijak osebne podatke opredeli kot bolj ali manj občutljive in prepozna tveganja pri njihovi objavi.;Osnovna varnost pri uporabi storitev na internetu;4;Kibernetska varnost;4;N
135;Dijak prepozna bolj in manj varne storitve.;Osnovna varnost pri uporabi storitev na internetu;4;Kibernetska varnost;4;N
136;Dijak prepozna motive za krajo identitete in njihove posledice.;Različni tipi napadov: napadi na uporabnika in napadi na storitev;4;Kibernetska varnost;4;O
137;Dijak pozna različne tipe napadov na storitev.;Različni tipi napadov: napadi na uporabnika in napadi na storitev;4;Kibernetska varnost;4;N
138;Dijak prepozna, da napade lahko do neke mere preprečimo ali omilimo s tehničnimi ukrepi.;Zagotavljanje zanesljivosti in zaščita podatkov;4;Kibernetska varnost;4;O
139;Dijak zna zakriti podatke s šifriranjem.;Zagotavljanje zanesljivosti in zaščita podatkov;4;Kibernetska varnost;4;O
140;Dijak se zaveda pomena zanesljivega delovanja storitve in pozna ukrepe, s katerim lahko zanesljivost zvišujemo.;Zagotavljanje zanesljivosti in zaščita podatkov;4;Kibernetska varnost;4;N
141;Dijak opiše pojem digitalnega potrdila in namen njegove uporabe.;Digitalna potrdila in šifriranje v aplikacijskih storitvah;4;Kibernetska varnost;4;O
142;Dijak zna zagotoviti celovitost podatkov s podpisovanjem.;Digitalna potrdila in šifriranje v aplikacijskih storitvah;4;Kibernetska varnost;4;O
143;Dijak zna preveriti, ali je komunikacija med spletnim brskalnikom in spletnim strežnikom šifrirana ter parametre šifriranja.;Digitalna potrdila in šifriranje v aplikacijskih storitvah;4;Kibernetska varnost;4;O
144;Dijak pozna različne tehnologije za vzpostavljanje povezav.;Struktura internetnega omrežja;4;Omrežne komunikacije in organizacija;4;O
145;Dijak pozna osnovne pojme topologije računalniških omrežij.;Struktura internetnega omrežja;4;Omrežne komunikacije in organizacija;4;O
146;Dijak razloži pojem paketa in se zaveda, da je v paketu informacija, ki jo prenaša in informacija kako naj prenaša to informacijo.;Arhitektura plasti;4;Omrežne komunikacije in organizacija;4;O
147;Dijak ve, da informacija o načinu prenosa vsebuje naslov mreže in naslov prejemnika v mreži.;Arhitektura plasti;4;Omrežne komunikacije in organizacija;4;O
148;Dijak prepozna koncept usmerjanja, kjer se paketi usmerjajo proti mreži prejemnika po najboljših močeh.;Arhitektura plasti;4;Omrežne komunikacije in organizacija;4;O
149;Dijak ve, da je protokol oblika pogovora med odjemalcem in prejemnikom sporočila (entitetni par).;Strežniki in odjemalci, brskalnik in HTTP;4;Omrežne komunikacije in organizacija;4;O
150;Dijak zna navesti in pojasniti različne vloge in delovanje članov entitetnega para.;Strežniki in odjemalci, brskalnik in HTTP;4;Omrežne komunikacije in organizacija;4;O
151;Dijak prepozna, kako se združuje vire (strežnike) v zmogljivejše celote storitvene infrastrukture.;Nestandardne aplikacijske storitve - oblak in družabna omrežja, masovne online igre, poraba energije in trajnostni vidiki infrastrukture (elektrike, vode – ogljični odtis);4;Omrežne komunikacije in organizacija;4;O
152;Dijak našteje in pojasni različne vrste in oblike (IPv4 in IPv6) naslavljanja in pošiljanja paketov: enemu naslovniku (unicast), vsem naslovnikom (broadcast), določeni množici naslovnikov (multicast).;Naslovi in naslavljanje, IPv4 in IPv6;4;Omrežne komunikacije in organizacija;4;O
153;Dijak pojasni problem dodeljevanja naslova (DHCP) in ponarejanje naslova.;Naslovi in naslavljanje, IPv4 in IPv6;4;Omrežne komunikacije in organizacija;4;N
154;Dijak pojasni ustroj in delovanje domačega omrežja.;Domače omrežje;4;Omrežne komunikacije in organizacija;4;O
155;Dijak pojasni, kaj je filtriranje vhodnega in izhodnega prometa s požarnimi pregradami.;Domače omrežje;4;Omrežne komunikacije in organizacija;4;N
156;Otrok razume, da lahko digitalno napravo uporablja za zabavo in za učenje.;Digitalno tehnologijo lahko uporabljamo ne samo za zabavo, ampak tudi za ustvarjanje (npr. slike, glasbo).;0;Kultura;5;O
157;Otrok ustvarjalno uporablja digitalno napravo.;Digitalno tehnologijo lahko uporabljamo ne samo za zabavo, ampak tudi za ustvarjanje (npr. slike, glasbo).;0;Kultura;5;O
158;Otrok uporablja digitalno napravo za učenje.;Digitalno tehnologijo lahko uporabljamo ne samo za zabavo, ampak tudi za ustvarjanje (npr. slike, glasbo).;0;Kultura;5;O
159;Otrok razume, da se lahko s pomočjo digitalnih naprav povežemo z ljudmi.;Računalniške naprave lahko vplivajo na naše odnose z drugimi: lahko se povežemo hitreje ali pa se povezuje z nami nekdo, s komer se ne želimo spoznati.;0;Socialne interakcije;5;O
160;Otrok razume, da se lahko z nami poveže tudi nekdo, s komer ne želimo vzpostaviti stika.;Računalniške naprave lahko vplivajo na naše odnose z drugimi: lahko se povežemo hitreje ali pa se povezuje z nami nekdo, s komer se ne želimo spoznati.;0;Socialne interakcije;5;O
161;Otrok s pomočjo odraslega presoja prednosti in pomanjkljivosti rabe digitalnih naprav.;Digitalna tehnologija sama po sebi ni ne dobra ne slaba. Njena uporaba pa je lahko dobra ali slaba. Komunikacija s prijatelji je dobra, slabo pa je, če prepošiljamo nekaj, za kar nimamo pravice. Škodljivo je tudi pošiljanje svojih fotografij ali pogovor z neznanci, kar je treba prepoznati, sporočiti odraslim in se mu izogibati.;0;Varnost, zakonodaja in etika;5;O
162;Otrok s pomočjo odraslega lahko za isto napravo poišče primer dobre in slabe rabe digitalne naprave.;Digitalna tehnologija sama po sebi ni ne dobra ne slaba. Njena uporaba pa je lahko dobra ali slaba. Komunikacija s prijatelji je dobra, slabo pa je, če prepošiljamo nekaj, za kar nimamo pravice. Škodljivo je tudi pošiljanje svojih fotografij ali pogovor z neznanci, kar je treba prepoznati, sporočiti odraslim in se mu izogibati.;0;Varnost, zakonodaja in etika;5;O
163;Učenec razume, da lahko digitalno napravo uporablja za zabavo in za učenje.;Računalniška tehnologija je spremenila način življenja in dela ljudi na bolje pa tudi na slabše. Računalniška orodja lahko uporabljamo za zabavo in tudi za ustvarjanje, pri tem pa lahko vplivajo tako na naše odnose z drugimi kot tudi na naš način življenja.;1;Kultura;5;O
164;Učenec izbere ustrezno digitalno orodje in zna pojasniti izbiro orodja za določen namen/ kreiranje nečesa, za reševanje nekega problema s pomočjo digitalnega orodja.;Računalniška tehnologija je spremenila način življenja in dela ljudi na bolje pa tudi na slabše. Računalniška orodja lahko uporabljamo za zabavo in tudi za ustvarjanje, pri tem pa lahko vplivajo tako na naše odnose z drugimi kot tudi na naš način življenja.;1;Kultura;5;O
165;Učenec razume, da je digitalna tehnologija spremenila naš način življenja in pozna njene vplive na naše odnose z drugimi.;Računalniška tehnologija je spremenila način življenja in dela ljudi na bolje pa tudi na slabše. Računalniška orodja lahko uporabljamo za zabavo in tudi za ustvarjanje, pri tem pa lahko vplivajo tako na naše odnose z drugimi kot tudi na naš način življenja.;1;Kultura;5;O
166;Učenec razume, da je raba digitalne tehnologije spremenila način komuniciranja med ljudmi na dober in slab način.;Računalništvo je spremenilo način komuniciranja med ljudmi na dober in slab način. Ljudje imajo lahko dostop do informacij in drug do drugega takoj, kjer koli in kadar koli, vendar so izpostavljeni tveganju kibernetskega ustrahovanja in zmanjšane zasebnosti.;1;Socialne interakcije;5;O
167;Učenec prepozna z digitalno komunikacijo povezana tveganja kot so (spletno) prisluškovanje, lažno predstavljanje, pa vse do ustrahovanja in zmanjšanja zasebnosti.;Računalništvo je spremenilo način komuniciranja med ljudmi na dober in slab način. Ljudje imajo lahko dostop do informacij in drug do drugega takoj, kjer koli in kadar koli, vendar so izpostavljeni tveganju kibernetskega ustrahovanja in zmanjšane zasebnosti.;1;Socialne interakcije;5;O
168;Učenec razume, kako uporaba digitalne tehnologije pomaga ali škoduje njim ali drugim.;Ljudje uporabljajo računalniško tehnologijo na načine, ki lahko pomagajo ali škodujejo njim ali drugim. Škodljivo vedenje, kot je deljenje zasebnih informacij in interakcija z neznanci, je treba prepoznati in se mu izogibati.;1;Varnost, zakonodaja in etika;5;O
169;Učenec prepozna škodljivo vedenje, kot je deljenje zasebnih informacij in interakcija z neznanci.;Ljudje uporabljajo računalniško tehnologijo na načine, ki lahko pomagajo ali škodujejo njim ali drugim. Škodljivo vedenje, kot je deljenje zasebnih informacij in interakcija z neznanci, je treba prepoznati in se mu izogibati.;1;Varnost, zakonodaja in etika;5;O
170;Učenec se uči odgovornih varnih načinov uporabe digitalnih naprav in interneta.;Ljudje uporabljajo računalniško tehnologijo na načine, ki lahko pomagajo ali škodujejo njim ali drugim. Škodljivo vedenje, kot je deljenje zasebnih informacij in interakcija z neznanci, je treba prepoznati in se mu izogibati.;1;Varnost, zakonodaja in etika;5;O
171;Dijak pokaže in razloži nekaj primerov, kjer je smiselna organizacija podatkov v tabeli;Tabela kot indeksirano zaporedje spremenljivk istega tipa.;4;Spremenljivke;3;P
172;Dijak reši problem, ki zahteva, da obdelamo vse podatke v tabeli in to razloži.;Tabela kot indeksirano zaporedje spremenljivk istega tipa.;4;Spremenljivke;3;P
173;Dijak prikaže primer problema, kjer je za rešitev problema potrebna zanka v zanki  in gnezdeni vejitveni stavek.;Gnezdene zanke/vejitveni stavki;4;Nadzor;3;P
174;Dijak program preizkuša in odpravi vsa neskladja z načrtom.;Testiranje, dokumentiranje, primerjanje algoritmov (čas izvajanja).;4;Razvoj programov;3;P
175;Dijak demonstrira primer dveh (ali več) algoritmov za isti problem, ki nad istimi podatki zahtevata(jo) različne čase izvajanja in zna to razložiti.;Testiranje, dokumentiranje, primerjanje algoritmov (čas izvajanja).;4;Algoritmi;3;P
176;Dijak uporablja in razloži nekaj tipičnih pristopov pri razvoju algoritmov - pregledovanje, deli in vladaj, požrešna metoda,  rekurzija, sestopanje, …;Poznavanje pogostih algoritmov, poznavanje strategij razvoja algoritmov;4;Algoritmi;3;D
177;Demonstrira uporabo orodij za razvoj programov.;Razvoj kompleksnih programov, knjižnice ter orodja za urejanje in obvladovanje sestavnih delov;4;Razvoj programov;3;D
178;Dijak pokaže, da zna poiskati in uporabiti ustrezno knjižnico, ki reši kak del problema.;Razvoj kompleksnih programov, knjižnice ter orodja za urejanje in obvladovanje sestavnih delov;4;Razvoj programov;3;D
179;Učenec razume, kako študija interakcije prispeva k izboljšanju zasnove vmesnika in uporabniške izkušnje.;Interakcija med ljudmi in računalniškimi napravami prinaša prednosti, slabosti in nenamerne posledice. Študija interakcije človek- računalnik lahko izboljša zasnovo naprav in razširi človeške sposobnosti.;3;Naprave;1;O
180;Učenec razume kako na sistematičen način ugotoviti potrebe uporabnika in razume v uporabnika usmerjeno oblikovanje.;Interakcija med ljudmi in računalniškimi napravami prinaša prednosti, slabosti in nenamerne posledice. Študija interakcije človek- računalnik lahko izboljša zasnovo naprav in razširi človeške sposobnosti.;3;Naprave;1;O
181;Učenec razume strukturo in delovanje računalniškega sistema, ki je zgrajen v skladu s Von Neumanovo arhitekturo.;Zmogljivost računalniškega sistema določata strojna in programska oprema. Pri oblikovanju ali izbiranju računalniškega sistema moramo upoštevati več vidikov in možnih kompromisov, kot so funkcionalnosti, stroški, velikost, hitrost, dostopnost in estetika.;3;Strojna in programska oprema;1;O
182;Učenec razume, da večji zunanji pomnilnik lahko hrani večjo količino podatkov, kar naredi sistem zmogljivejši.;Zmogljivost računalniškega sistema določata strojna in programska oprema. Pri oblikovanju ali izbiranju računalniškega sistema moramo upoštevati več vidikov in možnih kompromisov, kot so funkcionalnosti, stroški, velikost, hitrost, dostopnost in estetika.;3;Strojna in programska oprema;1;O
183;Učenec razume, da procesor sistema, ki ima večjo frekvenco sistemske ure, praviloma lahko izvede več ukazov v isti časovni enoti, kar naredi sistem zmogljivejši.;Zmogljivost računalniškega sistema določata strojna in programska oprema. Pri oblikovanju ali izbiranju računalniškega sistema moramo upoštevati več vidikov in možnih kompromisov, kot so funkcionalnosti, stroški, velikost, hitrost, dostopnost in estetika.;3;Strojna in programska oprema;1;O
184;Učenec razume, da se na sistemu, ki ima sicer enako sistemsko uro in večji zunanji pomnilnik, a manjši delovni pomnilnik, lahko aplikacija izvaja počasneje.;Zmogljivost računalniškega sistema določata strojna in programska oprema. Pri oblikovanju ali izbiranju računalniškega sistema moramo upoštevati več vidikov in možnih kompromisov, kot so funkcionalnosti, stroški, velikost, hitrost, dostopnost in estetika.;3;Strojna in programska oprema;1;O
185;Učenec razume, da je čas izvajanja aplikacije odvisen od števila ukazov, ki jih izvede aplikacija.;Zmogljivost računalniškega sistema določata strojna in programska oprema. Pri oblikovanju ali izbiranju računalniškega sistema moramo upoštevati več vidikov in možnih kompromisov, kot so funkcionalnosti, stroški, velikost, hitrost, dostopnost in estetika.;3;Strojna in programska oprema;1;O
186;Učenec razume, da računalniške sisteme in njihovo funkcionalnost vrednotimo in primerjamo po različnih lastnostih.;Zmogljivost računalniškega sistema določata strojna in programska oprema. Pri oblikovanju ali izbiranju računalniškega sistema moramo upoštevati več vidikov in možnih kompromisov, kot so funkcionalnosti, stroški, velikost, hitrost, dostopnost in estetika.;3;Strojna in programska oprema;1;O
187;Učenec zna utemeljiti strategijo iskanja in odpravljanja težav na podlagi arhitekture in delovanja sistema.;Celovito odpravljanje težav zahteva poznavanje računalniških naprav in njihovega delovanja. Identificiranje vira težav v delovanju naprav ali več povezanih naprav zahteva sistematičen pristop.;3;Odpravljanje težav;1;O
188;Učenec zna sestaviti načrt za sistematično odkrivanje vira težav računalniškega sistema.;Celovito odpravljanje težav zahteva poznavanje računalniških naprav in njihovega delovanja. Identificiranje vira težav v delovanju naprav ali več povezanih naprav zahteva sistematičen pristop.;3;Odpravljanje težav;1;O
189;Učenec zna na osnovi obravnavanega problema (dogodka) opredeliti, kakšne in na kakšen način (oz. s katerimi orodji) bo zbiral podatke.;Za zbiranje podatkov načrtujemo različne algoritme in orodja. Pri avtomatiziranem zbiranju podatkov se le-ti pretvarjajo v oblike, ki jih računalnik lahko obdeluje. Tako je potrebno, na primer, podatke iz analognega senzorja pretvoriti v digitalno obliko. Na metodo, ki se uporablja za avtomatizacijo zbiranja podatkov, vplivata razpoložljivost orodij in namen uporabe podatkov.;3;Zbiranje;2;O
190;Učenec razume, da se podatki pri zbiranju preoblikujejo v obliko, ki jo lahko računalnik nadalje obdeluje.;Za zbiranje podatkov načrtujemo različne algoritme in orodja. Pri avtomatiziranem zbiranju podatkov se le-ti pretvarjajo v oblike, ki jih računalnik lahko obdeluje. Tako je potrebno, na primer, podatke iz analognega senzorja pretvoriti v digitalno obliko. Na metodo, ki se uporablja za avtomatizacijo zbiranja podatkov, vplivata razpoložljivost orodij in namen uporabe podatkov.;3;Zbiranje;2;O
191;Učenec razume, da so orodja za zbiranje določenih vrst podatkov lahko manj dostopna (cenovno, zaradi nepoznavanja uporabe ipd.) ter je zato potrebno za zbiranje teh podatkov najti alternativno metodo.;Za zbiranje podatkov načrtujemo različne algoritme in orodja. Pri avtomatiziranem zbiranju podatkov se le-ti pretvarjajo v oblike, ki jih računalnik lahko obdeluje. Tako je potrebno, na primer, podatke iz analognega senzorja pretvoriti v digitalno obliko. Na metodo, ki se uporablja za avtomatizacijo zbiranja podatkov, vplivata razpoložljivost orodij in namen uporabe podatkov.;3;Zbiranje;2;O
192;Učenec razume, da na način shranjevanja podatkov vpliva nivo podrobnosti.;Podatki so lahko shranjeni na različne načine, saj na to poleg vrste (tipa) podatkov vpliva tudi nivo podrobnosti. Na podatke, ki so shranjeni lahko gledamo na različnih nivojih, od višjih, kot so tabele, ki jih prikazujejo programi, do nižjih, kot je fizično shranjevanje bitov. Programska okolja spreminjajo nižjenivojske predstavitve v oblike, ki jih lahko razumemo ljudje.;3;Shranjevanje;2;O
193;Učenec zna poudariti oz. razkriti povezave med podatki z njihovim preoblikovanjem.;Podatki so lahko shranjeni na različne načine, saj na to poleg vrste (tipa) podatkov vpliva tudi nivo podrobnosti. Na podatke, ki so shranjeni lahko gledamo na različnih nivojih, od višjih, kot so tabele, ki jih prikazujejo programi, do nižjih, kot je fizično shranjevanje bitov. Programska okolja spreminjajo nižjenivojske predstavitve v oblike, ki jih lahko razumemo ljudje.;3;Shranjevanje;2;O
194;Učenec zna odpraviti napake v podatkih z njihovim preoblikovanjem.;Podatki so lahko shranjeni na različne načine, saj na to poleg vrste (tipa) podatkov vpliva tudi nivo podrobnosti. Na podatke, ki so shranjeni lahko gledamo na različnih nivojih, od višjih, kot so tabele, ki jih prikazujejo programi, do nižjih, kot je fizično shranjevanje bitov. Programska okolja spreminjajo nižjenivojske predstavitve v oblike, ki jih lahko razumemo ljudje.;3;Shranjevanje;2;O
